400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0998458177;2022-10-26;23:12;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0998458177;2022-10-26;23:12;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0998458177;2022-10-26;23:12;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0998458177;2022-10-26;23:12;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0998458177;2022-10-26;23:12;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0384328141;2022-10-26;23:38;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0384328141;2022-10-26;23:38;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0384328141;2022-10-26;23:38;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0384328141;2022-10-26;23:38;AGUA;127.33;SMS
400.300.200-10;10.232.99-20;Leonardo diCaprio da Silva;(11)99898-7777;Rua amarela;109;Bloco 1;Alphaville;Barueri;SP;05849-100;BRASIL;0384328141;2022-10-26;23:38;AGUA;127.33;SMS
